r,l,t,precision,recall,f1,sustain_precision,sustain_recall,sustain_f1
58.31145,150,17.237534,0.665,0.01,0.33666666666666667,0.58,1.0,0.58
33.431793,150,18.722828,0.6411111111111112,0.02,0.36833333333333335,0.5,1.0,0.5
34.66746,150,20.230159,0.6577777777777777,0.02,0.34755555555555556,0.56,1.0,0.56
40.373775,150,21.711158,0.6555555555555556,0.006666666666666667,0.3471111111111111,0.54,1.0,0.54
43.28422,150,23.193982,0.6591190476190476,0.03,0.32097354497354497,0.5133333333333333,1.0,0.5133333333333333
27.888291,150,24.645464,0.6713333333333333,0.006666666666666667,0.3252380952380952,0.49333333333333335,1.0,0.49333333333333335
39.884199,150,26.097214,0.6533333333333333,0.0,0.3466666666666667,0.48,1.0,0.48
30.495537,150,27.553776,0.6088888888888889,0.01,0.3893333333333333,0.5266666666666666,1.0,0.5266666666666666
46.781051,150,29.054615,0.6944444444444444,0.01,0.302,0.5133333333333333,1.0,0.5133333333333333
25.369018,150,30.53042,0.5716666666666667,0.023333333333333334,0.4202222222222222,0.54,1.0,0.54
42.599471,150,31.995365,0.581111111111111,0.013333333333333334,0.4197777777777778,0.58,1.0,0.58
59.990871,150,33.514011,0.6422222222222221,0.016666666666666666,0.3648888888888889,0.5333333333333333,1.0,0.5333333333333333
59.379549,150,34.996733,0.6694444444444444,0.013333333333333334,0.32422222222222224,0.5666666666666667,1.0,0.5666666666666667
70.024164,150,36.474246,0.6555555555555556,0.01,0.3426666666666667,0.64,1.0,0.64
68.615448,150,37.946569,0.7096666666666667,0.016666666666666666,0.2885714285714286,0.6,1.0,0.6
81.659042,150,39.407717,0.72,0.0,0.28,0.6933333333333334,1.0,0.6933333333333334
80.585539,150,40.893443,0.6377777777777778,0.013333333333333334,0.35833333333333334,0.6733333333333333,1.0,0.6733333333333333
73.82509,150,42.366763,0.7366666666666667,0.016666666666666666,0.2622222222222222,0.6733333333333333,1.0,0.6733333333333333
89.288434,150,43.832678,0.6844444444444445,0.013333333333333334,0.312,0.7533333333333333,1.0,0.7533333333333333
104.850323,150,45.294986,0.7657777777777778,0.02,0.23168253968253968,0.78,1.0,0.78
124.488649,150,46.772244,0.6594444444444444,0.02,0.32866666666666666,0.8466666666666667,1.0,0.8466666666666667
139.122725,150,48.229485,0.7666666666666667,0.0,0.23333333333333334,0.7866666666666666,1.0,0.7866666666666666
111.068721,150,49.703162,0.6455555555555555,0.01,0.3571111111111111,0.78,1.0,0.78
141.145808,150,51.185503,0.7194444444444443,0.016666666666666666,0.2831111111111111,0.84,1.0,0.84
131.130603,150,52.653756,0.645,0.023333333333333334,0.3566666666666667,0.8066666666666666,1.0,0.8066666666666666
132.610598,150,54.128307,0.7133333333333334,0.016666666666666666,0.2813333333333334,0.8333333333333334,1.0,0.8333333333333334
134.888089,150,55.604292,0.7046666666666667,0.013333333333333334,0.3007936507936508,0.9133333333333333,1.0,0.9133333333333333
140.628125,150,57.055478,0.7791111111111111,0.013333333333333334,0.21834920634920635,0.86,1.0,0.86
138.314307,150,58.522925,0.6466666666666666,0.016666666666666666,0.36666666666666664,0.8333333333333334,1.0,0.8333333333333334
148.594906,150,59.96586,0.7866666666666666,0.0,0.21333333333333335,0.8466666666666667,1.0,0.8466666666666667
166.969276,150,61.447101,0.7368888888888889,0.02,0.2667936507936508,0.8866666666666667,1.0,0.8866666666666667
154.895327,150,62.929186,0.7138888888888889,0.01,0.28155555555555556,0.84,1.0,0.84
171.092852,150,64.392625,0.7866666666666666,0.0033333333333333335,0.21777777777777782,0.8866666666666667,1.0,0.8866666666666667
165.693982,150,65.85175,0.775,0.006666666666666667,0.22666666666666666,0.8733333333333333,1.0,0.8733333333333333
182.64541,150,67.311202,0.78,0.0,0.22,0.9266666666666666,1.0,0.9266666666666666
175.785738,150,68.771284,0.7605555555555555,0.01,0.2348888888888889,0.8933333333333333,1.0,0.8933333333333333
167.295712,150,70.259066,0.7377777777777778,0.016666666666666666,0.26311111111111113,0.9266666666666666,1.0,0.9266666666666666
192.636003,150,71.71437,0.8,0.01,0.21333333333333335,0.9266666666666666,1.0,0.9266666666666666
185.631356,150,73.160325,0.8266666666666667,0.0,0.17333333333333334,0.8933333333333333,1.0,0.8933333333333333
197.048529,150,74.609381,0.7533333333333333,0.0,0.24666666666666667,0.94,1.0,0.94
200.287846,150,76.093851,0.8066666666666666,0.0,0.19333333333333333,0.9733333333333334,1.0,0.9733333333333334
194.796081,150,77.578449,0.8488888888888889,0.0033333333333333335,0.14933333333333332,0.94,1.0,0.94
191.941185,150,79.027746,0.7866666666666666,0.0,0.21333333333333335,0.9333333333333333,1.0,0.9333333333333333
205.409256,150,80.520071,0.7955555555555556,0.0033333333333333335,0.20266666666666666,0.98,1.0,0.98
193.204535,150,81.967319,0.8266666666666667,0.0,0.17333333333333334,0.9066666666666666,1.0,0.9066666666666666
205.307014,150,83.46248,0.8333333333333334,0.0,0.16666666666666666,0.9666666666666667,1.0,0.9666666666666667
203.039365,150,84.933005,0.84,0.0,0.16,0.9466666666666667,1.0,0.9466666666666667
208.235582,150,86.411333,0.86,0.0,0.14,0.9666666666666667,1.0,0.9666666666666667
214.01813,150,87.906574,0.84,0.0033333333333333335,0.16444444444444442,0.9466666666666667,1.0,0.9466666666666667
220.055964,150,89.361005,0.89,0.0033333333333333335,0.11,0.9733333333333334,1.0,0.9733333333333334
210.320019,150,90.845543,0.8533333333333334,0.0,0.14666666666666667,0.9333333333333333,1.0,0.9333333333333333
237.488873,150,92.313128,0.8933333333333333,0.0,0.10666666666666667,0.9666666666666667,1.0,0.9666666666666667
220.092614,150,93.820362,0.8722222222222222,0.006666666666666667,0.126,0.9466666666666667,1.0,0.9466666666666667
224.695798,150,95.305608,0.8633333333333333,0.0033333333333333335,0.13666666666666666,0.96,1.0,0.96
236.41003,150,96.780352,0.8813333333333333,0.0033333333333333335,0.11523809523809524,0.98,1.0,0.98
233.000435,150,98.24824,0.8288888888888889,0.0033333333333333335,0.16933333333333334,0.9933333333333333,1.0,0.9933333333333333
237.673335,150,99.695859,0.8766666666666667,0.0033333333333333335,0.12333333333333334,0.9733333333333334,1.0,0.9733333333333334
238.999648,150,101.149652,0.9,0.0,0.1,0.9866666666666667,1.0,0.9866666666666667
240.695517,150,102.625036,0.88,0.0,0.12,0.9866666666666667,1.0,0.9866666666666667
235.13212,150,104.12443,0.8294444444444444,0.006666666666666667,0.16388888888888892,0.9666666666666667,1.0,0.9666666666666667
238.083131,150,105.597929,0.8644444444444443,0.01,0.13644444444444445,0.9866666666666667,1.0,0.9866666666666667
241.976147,150,107.046064,0.9,0.0033333333333333335,0.10444444444444444,0.9866666666666667,1.0,0.9866666666666667
236.355992,150,108.499331,0.8733333333333333,0.0033333333333333335,0.1311111111111111,0.9866666666666667,1.0,0.9866666666666667
234.401696,150,109.98007,0.89,0.0033333333333333335,0.11,0.98,1.0,0.98
242.662761,150,111.443543,0.9133333333333333,0.0,0.08666666666666667,0.98,1.0,0.98
242.790233,150,112.899339,0.9266666666666666,0.0,0.07333333333333333,0.98,1.0,0.98
237.626339,150,114.359868,0.92,0.0,0.08,0.9666666666666667,1.0,0.9666666666666667
249.614904,150,115.828737,0.9533333333333334,0.0,0.04666666666666667,0.9866666666666667,1.0,0.9866666666666667
243.807526,150,117.31598,0.9066666666666666,0.0,0.09333333333333334,0.9866666666666667,1.0,0.9866666666666667
242.565518,150,118.817322,0.8888888888888887,0.0033333333333333335,0.10933333333333332,0.9866666666666667,1.0,0.9866666666666667
258.533828,150,120.264423,0.9666666666666667,0.0,0.03333333333333333,1.0,1.0,1.0
234.924824,150,121.739235,0.8133333333333334,0.0,0.18666666666666668,0.9666666666666667,1.0,0.9666666666666667
237.917377,150,123.189872,0.9066666666666666,0.0,0.09333333333333334,0.9666666666666667,1.0,0.9666666666666667
248.258066,150,124.661292,0.88,0.0,0.12,0.9933333333333333,1.0,0.9933333333333333
253.034237,150,126.125614,0.8933333333333333,0.0,0.10666666666666667,0.9933333333333333,1.0,0.9933333333333333
250.373072,150,127.571522,0.9733333333333334,0.0,0.02666666666666667,1.0,1.0,1.0
253.10877,150,129.029566,0.92,0.0,0.08,0.9933333333333333,1.0,0.9933333333333333
258.368313,150,130.482275,0.9466666666666667,0.0,0.05333333333333334,0.9933333333333333,1.0,0.9933333333333333
260.037893,150,131.936769,0.9333333333333333,0.0,0.06666666666666667,0.9866666666666667,1.0,0.9866666666666667
269.494426,150,133.403707,0.9733333333333334,0.0,0.02666666666666667,1.0,1.0,1.0
259.847404,150,134.858439,0.928888888888889,0.0033333333333333335,0.06933333333333333,0.9866666666666667,1.0,0.9866666666666667
271.029075,150,136.337249,0.96,0.0,0.04,1.0,1.0,1.0
262.710844,150,137.821688,0.9666666666666667,0.0,0.03333333333333333,0.98,1.0,0.98
271.425914,150,139.274073,0.8933333333333333,0.0,0.10666666666666667,0.9933333333333333,1.0,0.9933333333333333
260.753309,150,140.766596,0.9266666666666666,0.0033333333333333335,0.07777777777777778,0.9866666666666667,1.0,0.9866666666666667
273.321666,150,142.247185,0.9466666666666667,0.0,0.05333333333333334,1.0,1.0,1.0
283.07264,150,143.723488,0.9733333333333334,0.0033333333333333335,0.031111111111111114,1.0,1.0,1.0
281.225031,150,145.197882,0.9133333333333333,0.0,0.08666666666666667,0.9933333333333333,1.0,0.9933333333333333
270.513864,150,146.676308,0.9133333333333333,0.0,0.08666666666666667,1.0,1.0,1.0
263.997982,150,148.143459,0.9233333333333333,0.0033333333333333335,0.07666666666666666,1.0,1.0,1.0
282.613766,150,149.625586,0.9533333333333334,0.0,0.04666666666666667,1.0,1.0,1.0
274.775997,150,151.091839,0.9033333333333333,0.0033333333333333335,0.09666666666666666,0.9866666666666667,1.0,0.9866666666666667
287.252985,150,152.57963,0.922222222222222,0.0033333333333333335,0.076,1.0,1.0,1.0
285.820262,150,154.076335,0.9533333333333334,0.0033333333333333335,0.05111111111111111,1.0,1.0,1.0
303.452922,150,155.529253,0.9366666666666666,0.0033333333333333335,0.06333333333333334,1.0,1.0,1.0
295.948277,150,157.000153,0.9333333333333333,0.013333333333333334,0.06666666666666667,0.9933333333333333,1.0,0.9933333333333333
281.677867,150,158.530886,0.9266666666666666,0.0033333333333333335,0.07777777777777778,1.0,1.0,1.0
300.16038,150,160.018288,0.9333333333333333,0.0033333333333333335,0.07111111111111111,0.9933333333333333,1.0,0.9933333333333333
293.635845,150,161.529045,0.93,0.006666666666666667,0.07444444444444445,0.9933333333333333,1.0,0.9933333333333333
304.876675,150,163.01886,0.9355555555555556,0.0033333333333333335,0.06266666666666666,1.0,1.0,1.0
302.16424,150,164.501255,0.9033333333333333,0.0033333333333333335,0.09666666666666666,1.0,1.0,1.0
307.563488,150,166.010934,0.85,0.0033333333333333335,0.15,1.0,1.0,1.0
314.079051,150,167.506356,0.9133333333333333,0.01,0.0911111111111111,0.9933333333333333,1.0,0.9933333333333333
303.325279,150,169.019017,0.87,0.0033333333333333335,0.13,1.0,1.0,1.0
310.419652,150,170.514947,0.89,0.02,0.12333333333333334,1.0,1.0,1.0
318.820418,150,171.980965,0.912222222222222,0.02666666666666667,0.11266666666666665,1.0,1.0,1.0
317.316323,150,173.451037,0.8733333333333333,0.006666666666666667,0.12666666666666668,1.0,1.0,1.0
310.666829,150,174.945612,0.8244444444444444,0.016666666666666666,0.17644444444444446,0.9933333333333333,1.0,0.9933333333333333
316.744654,150,176.417811,0.89,0.0033333333333333335,0.11,0.9933333333333333,1.0,0.9933333333333333
326.587464,150,177.885125,0.8733333333333333,0.006666666666666667,0.12666666666666668,1.0,1.0,1.0
318.243034,150,179.364741,0.8866666666666667,0.0,0.11333333333333333,1.0,1.0,1.0
313.683869,150,180.83354,0.8866666666666667,0.0,0.11333333333333333,1.0,1.0,1.0
330.0507,150,182.322451,0.9555555555555554,0.006666666666666667,0.04711111111111111,1.0,1.0,1.0
324.693868,150,183.808324,0.94,0.006666666666666667,0.06888888888888887,1.0,1.0,1.0
314.467523,150,185.315109,0.8366666666666667,0.01,0.17222222222222222,1.0,1.0,1.0
332.618061,150,186.828044,0.91,0.016666666666666666,0.10777777777777776,0.9933333333333333,1.0,0.9933333333333333
333.178799,150,188.367873,0.9044444444444446,0.006666666666666667,0.092,1.0,1.0,1.0
343.208897,150,189.860883,0.8466666666666667,0.01,0.1577777777777778,1.0,1.0,1.0
348.105001,150,191.357969,0.9422222222222221,0.013333333333333334,0.06933333333333333,1.0,1.0,1.0
332.605357,150,192.86541,0.9144444444444446,0.013333333333333334,0.08644444444444445,1.0,1.0,1.0
332.705938,150,194.363921,0.8916666666666667,0.006666666666666667,0.10555555555555554,1.0,1.0,1.0
348.008841,150,195.903581,0.8766666666666667,0.013333333333333334,0.12777777777777777,1.0,1.0,1.0
346.813551,150,197.398299,0.8666666666666667,0.02,0.14222222222222222,1.0,1.0,1.0
340.555072,150,198.927329,0.8655555555555554,0.023333333333333334,0.146,1.0,1.0,1.0
343.852666,150,200.40463,0.83,0.016666666666666666,0.1788888888888889,1.0,1.0,1.0
351.98211,150,201.913768,0.8166666666666667,0.006666666666666667,0.18777777777777777,1.0,1.0,1.0
348.161851,150,203.431153,0.91,0.01,0.09888888888888889,1.0,1.0,1.0
337.697928,150,204.9024,0.88,0.0033333333333333335,0.12444444444444443,1.0,1.0,1.0
347.900699,150,206.403313,0.94,0.02,0.06888888888888887,1.0,1.0,1.0
346.687227,150,207.900425,0.89,0.006666666666666667,0.11444444444444443,1.0,1.0,1.0
341.162389,150,209.392927,0.8866666666666667,0.013333333333333334,0.12222222222222222,1.0,1.0,1.0
352.837089,150,210.869415,0.91,0.006666666666666667,0.09444444444444444,1.0,1.0,1.0
351.22444,150,212.375934,0.8533333333333334,0.0,0.14666666666666667,1.0,1.0,1.0
347.780092,150,213.874197,0.8466666666666667,0.01,0.16666666666666666,1.0,1.0,1.0
349.304568,150,215.366042,0.8955555555555554,0.013333333333333334,0.11599999999999999,1.0,1.0,1.0
351.281861,150,216.843399,0.9,0.01,0.10444444444444444,1.0,1.0,1.0
350.106104,150,218.335611,0.8833333333333333,0.0033333333333333335,0.11666666666666667,1.0,1.0,1.0
352.429637,150,219.853827,0.9033333333333333,0.01,0.09666666666666666,1.0,1.0,1.0
360.622933,150,221.364653,0.9033333333333333,0.013333333333333334,0.11,1.0,1.0,1.0
353.646879,150,222.880023,0.8733333333333333,0.02,0.15333333333333332,1.0,1.0,1.0
368.921616,150,224.377178,0.9,0.016666666666666666,0.12222222222222222,1.0,1.0,1.0
357.110271,150,225.885099,0.9,0.01,0.11333333333333333,1.0,1.0,1.0
352.916884,150,227.406736,0.8633333333333333,0.013333333333333334,0.1411111111111111,1.0,1.0,1.0
364.302038,150,228.923654,0.8988888888888887,0.01,0.10377777777777777,1.0,1.0,1.0
358.11297,150,230.411879,0.91,0.01,0.09888888888888889,1.0,1.0,1.0
371.459718,150,231.947109,0.9266666666666666,0.01,0.07777777777777778,1.0,1.0,1.0
366.041127,150,233.470944,0.9166666666666666,0.013333333333333334,0.09666666666666666,1.0,1.0,1.0
367.110007,150,235.011103,0.9177777777777777,0.016666666666666666,0.092,1.0,1.0,1.0
373.833496,150,236.569297,0.9233333333333333,0.023333333333333334,0.10333333333333332,1.0,1.0,1.0
372.648681,150,238.091122,0.9133333333333333,0.0033333333333333335,0.0911111111111111,1.0,1.0,1.0
374.832425,150,239.602355,0.9633333333333334,0.006666666666666667,0.041111111111111105,1.0,1.0,1.0
370.53127,150,241.11984,0.88,0.0033333333333333335,0.12444444444444443,1.0,1.0,1.0
368.796723,150,242.620185,0.86,0.0,0.14,1.0,1.0,1.0
371.462699,150,244.130216,0.9288888888888888,0.023333333333333334,0.08711111111111111,1.0,1.0,1.0
372.696862,150,245.636847,0.9166666666666666,0.02,0.10555555555555554,1.0,1.0,1.0
375.631468,150,247.141231,0.9033333333333333,0.016666666666666666,0.11444444444444445,1.0,1.0,1.0
371.623615,150,248.67601,0.8955555555555557,0.016666666666666666,0.11155555555555556,1.0,1.0,1.0
380.301473,150,250.198314,0.922222222222222,0.013333333333333334,0.08933333333333332,1.0,1.0,1.0
382.488216,150,251.687071,0.9233333333333333,0.02,0.09,1.0,1.0,1.0
385.164634,150,253.194756,0.93,0.023333333333333334,0.09666666666666665,1.0,1.0,1.0
380.418766,150,254.670078,0.9133333333333333,0.0033333333333333335,0.0911111111111111,1.0,1.0,1.0
376.516351,150,256.143644,0.8755555555555554,0.02,0.13599999999999998,1.0,1.0,1.0
378.954638,150,257.632217,0.9266666666666666,0.0033333333333333335,0.07777777777777778,1.0,1.0,1.0
381.08371,150,259.117348,0.9266666666666666,0.02,0.0911111111111111,1.0,1.0,1.0
384.916405,150,260.648525,0.9633333333333334,0.03333333333333333,0.05888888888888888,1.0,1.0,1.0
377.021872,150,262.168755,0.8633333333333333,0.016666666666666666,0.14555555555555555,1.0,1.0,1.0
383.522592,150,263.677822,0.8888888888888887,0.02666666666666667,0.13155555555555556,1.0,1.0,1.0
381.134437,150,265.218246,0.8766666666666667,0.02666666666666667,0.13666666666666666,1.0,1.0,1.0
386.748417,150,266.773409,0.922222222222222,0.03333333333333333,0.10711111111111112,1.0,1.0,1.0
375.773122,150,268.3111,0.888888888888889,0.02,0.12266666666666666,1.0,1.0,1.0
383.161507,150,269.86266,0.8966666666666666,0.023333333333333334,0.13,1.0,1.0,1.0
380.741988,150,271.422286,0.8766666666666667,0.006666666666666667,0.12777777777777777,1.0,1.0,1.0
390.108362,150,272.963457,0.938888888888889,0.023333333333333334,0.08155555555555555,1.0,1.0,1.0
383.16556,150,274.467176,0.9266666666666666,0.016666666666666666,0.08666666666666667,1.0,1.0,1.0
388.510025,150,275.970877,0.9266666666666666,0.006666666666666667,0.07333333333333333,1.0,1.0,1.0
385.022131,150,277.481822,0.9266666666666666,0.006666666666666667,0.08222222222222221,1.0,1.0,1.0
